Station Name,mean_duration,std_duration,median_duration,p95_duration,p99_duration,total_duration,n
AZIMGANJ  CI,1.0,0.0,1.0,1.0,1.0,30.0,30
AZIMGANJ JN.,3.1875,5.995977,0.0,10.0,21.3,255.0,80
B G NAGAR,1.0,0.0,1.0,1.0,1.0,8.0,8
BAAD,1.166667,0.408248,1.0,1.75,1.95,7.0,6
BABA BAKALA,1.0,0.0,1.0,1.0,1.0,6.0,6
BABA LAKSHMA,1.0,0.0,1.0,1.0,1.0,4.0,4
BABAGANJ HAL,2.0,0.0,2.0,2.0,2.0,12.0,6
BABARPUR,1.0,0.0,1.0,1.0,1.0,11.0,11
BABATPUR,1.148148,0.362014,1.0,2.0,2.0,31.0,27
BABHAN GAON,1.0,0.0,1.0,1.0,1.0,6.0,6
BABHANJYOTIY,1.333333,0.516398,1.0,2.0,2.0,8.0,6
BABHNAN,2.0,0.0,2.0,2.0,2.0,52.0,26
BABINA,1.928571,0.262265,2.0,2.0,2.0,54.0,28
BABLAD,1.142857,0.377964,1.0,1.7,1.94,8.0,7
BABRALA,3.25,1.544786,2.0,5.0,5.0,39.0,12
BABUGARH,1.5,0.547723,1.5,2.0,2.0,9.0,6
BABUPETH,1.0,0.0,1.0,1.0,1.0,4.0,4
BABUPUR (HAL,1.0,0.0,1.0,1.0,1.0,7.0,7
BACHELI,2.0,0.0,2.0,2.0,2.0,8.0,4
BACHHARPUR H,1.0,,1.0,1.0,1.0,1.0,1
BACHHRAWN,1.441176,0.503995,1.0,2.0,2.0,49.0,34
BACHWARA JN.,1.404762,0.543679,1.0,2.0,2.59,59.0,42
BADA PADAGAO,1.0,0.0,1.0,1.0,1.0,6.0,6
BADABANDHA R,1.0,0.0,1.0,1.0,1.0,8.0,8
BADAKHANDITA,1.0,0.0,1.0,1.0,1.0,4.0,4
BADALPUR PH,1.0,0.0,1.0,1.0,1.0,5.0,5
BADAMI,1.684211,2.056227,1.0,2.8,8.56,32.0,19
BADAMPAHAR,0.0,0.0,0.0,0.0,0.0,0.0,2
BADAMPUDI,1.3,0.674949,1.0,2.55,2.91,13.0,10
BADANAGUPPE,1.0,0.0,1.0,1.0,1.0,8.0,8
BADARPUR JN.,16.451613,10.89293,15.0,30.0,30.0,510.0,31
BADARWAS,2.0,0.0,2.0,2.0,2.0,20.0,10
BADAUN,3.428571,1.504572,3.0,5.0,5.0,48.0,14
BADAUSA,2.0,0.0,2.0,2.0,2.0,6.0,3
BADDOWAL,1.3,0.483046,1.0,2.0,2.0,13.0,10
BADEARAPUR,1.0,0.0,1.0,1.0,1.0,2.0,2
BADHADA,1.0,0.0,1.0,1.0,1.0,2.0,2
BADHAI BALAM,1.0,0.0,1.0,1.0,1.0,9.0,9
BADHAL,1.0,0.0,1.0,1.0,1.0,6.0,6
BADHARI KALA,1.666667,0.516398,2.0,2.0,2.0,10.0,6
BADKULLA,1.0,0.0,1.0,1.0,1.0,56.0,56
BADLA GHAT,2.0,0.0,2.0,2.0,2.0,36.0,18
BADLAPUR,28.054422,191.401099,1.0,1.0,1308.34,4124.0,147
BADLI,1.083333,0.28233,1.0,1.85,2.0,26.0,24
BADMAL,2.0,0.0,2.0,2.0,2.0,28.0,14
BADNAPUR,1.0,0.0,1.0,1.0,1.0,17.0,17
BADNERA JN.,5.647541,12.436232,5.0,5.0,73.45,689.0,122
BADODAR,1.0,0.0,1.0,1.0,1.0,8.0,8
BADSHAHNAGAR,2.195122,1.054028,2.0,5.0,5.0,90.0,41
BADSHAHPUR,1.375,0.5,1.0,2.0,2.0,22.0,16
BADULIPAR,1.0,0.0,1.0,1.0,1.0,4.0,4
BADWASI,1.25,0.5,1.0,1.85,1.97,5.0,4
BAGADIA  PH,1.0,0.0,1.0,1.0,1.0,4.0,4
BAGAHA,46.264706,245.386931,5.0,5.0,963.1,1573.0,34
BAGAHA BISHN,1.0,0.0,1.0,1.0,1.0,8.0,8
BAGAHAI ROAD,2.0,0.0,2.0,2.0,2.0,12.0,6
BAGALIA,1.0,0.0,1.0,1.0,1.0,24.0,24
BAGALKOT,1.461538,0.646886,2.0,2.0,2.0,38.0,26
BAGARPUR HAL,1.0,0.0,1.0,1.0,1.0,6.0,6
BAGAVATHIPUR,0.0,0.0,0.0,0.0,0.0,0.0,2
BAGBAHRA,2.6,1.231174,2.0,5.0,5.0,52.0,20
BAGDIHI,1.0,0.0,1.0,1.0,1.0,20.0,20
BAGDOGRA,2.166667,1.585923,2.0,4.25,6.45,26.0,12
BAGESHPURA,1.0,0.0,1.0,1.0,1.0,6.0,6
BAGEWADI H,1.1,0.316228,1.0,1.55,1.91,11.0,10
BAGH BAZAR,1.296296,1.102962,1.0,3.1,5.48,35.0,27
BAGHAULI,1.75,0.452267,2.0,2.0,2.0,21.0,12
BAGHMARA HAL,1.125,0.353553,1.0,1.65,1.93,9.0,8
BAGHNAPARA,1.0,0.0,1.0,1.0,1.0,40.0,40
BAGHOIKUSA,1.1,0.316228,1.0,1.55,1.91,11.0,10
BAGHORA,2.0,0.0,2.0,2.0,2.0,16.0,8
BAGHPAT ROAD,1.625,1.837117,1.0,2.0,8.16,39.0,24
BAGILA,1.0,0.0,1.0,1.0,1.0,62.0,62
BAGMAR,1.25,0.5,1.0,1.85,1.97,5.0,4
BAGNAN,1.0,0.222681,1.0,1.0,2.0,122.0,122
BAGRAKOT,1.0,0.0,1.0,1.0,1.0,8.0,8
BAGRATAWA,1.615385,0.50637,2.0,2.0,2.0,21.0,13
BAGRI NAGAR,1.0,0.0,1.0,1.0,1.0,4.0,4
BAGTHAR,1.0,0.0,1.0,1.0,1.0,2.0,2
BAGULA,1.026316,0.162221,1.0,1.0,1.63,39.0,38
BAGUMRA,1.2,0.447214,1.0,1.8,1.96,6.0,5
BAGWADA,1.166667,0.408248,1.0,1.75,1.95,7.0,6
BAGWALI,1.5,0.547723,1.5,2.0,2.0,9.0,6
BAH,2.0,0.0,2.0,2.0,2.0,4.0,2
BAHADUR SING,1.714286,0.468807,2.0,2.0,2.0,24.0,14
BAHADURGARH,1.677966,0.654972,2.0,2.0,3.26,99.0,59
BAHADURPUR,1.0,0.0,1.0,1.0,1.0,26.0,26
BAHAI HALT,1.0,0.0,1.0,1.0,1.0,10.0,10
BAHALDA ROAD,1.0,0.0,1.0,1.0,1.0,2.0,2
BAHANAGA BAZ,1.0,0.0,1.0,1.0,1.0,12.0,12
BAHARU F,1.017857,0.133631,1.0,1.0,1.45,57.0,56
BAHAWAL BASI,1.333333,0.5,1.0,2.0,2.0,12.0,9
BAHERI,2.0,0.0,2.0,2.0,2.0,36.0,18
BAHERWA (HAL,1.111111,0.333333,1.0,1.6,1.92,10.0,9
BAHILPURWA,2.0,0.0,2.0,2.0,2.0,6.0,3
BAHIR KHANDA,1.0,0.0,1.0,1.0,1.0,63.0,63
BAHIRA KALIB,1.022727,0.150756,1.0,1.0,1.57,45.0,44
BAHIRGACHHI,1.0,0.0,1.0,1.0,1.0,38.0,38
BAHIRPUYA HA,1.023256,0.152499,1.0,1.0,1.58,44.0,43
BAHJOI,1.818182,0.40452,2.0,2.0,2.0,20.0,11
BAHMAN DIWAN,1.111111,0.333333,1.0,1.6,1.92,10.0,9
BAHMNIWALA,1.0,0.0,1.0,1.0,1.0,10.0,10
BAHORA CHAND,1.285714,0.48795,1.0,2.0,2.0,9.0,7
BAHRAICH,498.333333,486.016219,397.5,1341.75,1372.35,8970.0,18
BAHRAM,1.666667,0.516398,2.0,2.0,2.0,10.0,6
BAHUARA(HALT,1.5,0.57735,1.5,2.0,2.0,6.0,4
BAIDYABATI,1.0,0.0,1.0,1.0,1.0,144.0,144
BAIDYANATHDH,752.25,469.211194,842.5,1386.25,1405.25,15045.0,20
BAIGUDA,2.0,0.0,2.0,2.0,2.0,12.0,6
BAIHATA,1.0,0.0,1.0,1.0,1.0,6.0,6
BAIHATOLA,1.666667,0.485071,2.0,2.0,2.0,30.0,18
BAIJNATH MAN,1.0,0.0,1.0,1.0,1.0,4.0,4
BAIJNATH PAP,26.25,45.433518,0.0,116.75,123.35,315.0,12
BAIJNATHPUR,2.0,0.0,2.0,2.0,2.0,16.0,8
BAIKUNTH,1.625,0.517549,2.0,2.0,2.0,13.0,8
BAIKUNTH WES,1.333333,0.516398,1.0,2.0,2.0,8.0,6
BAIKUNTHPUR,2.6,1.264911,2.0,5.0,5.0,26.0,10
BAILEY ROAD,1.0,0.0,1.0,1.0,1.0,4.0,4
BAINCHI,1.0,0.0,1.0,1.0,1.0,66.0,66
BAINCHI GRAM,1.0,0.0,1.0,1.0,1.0,62.0,62
BAIRAGARH,36.166667,221.583428,2.0,2.0,849.24,1519.0,42
BAIRAGNIA,2.0,0.0,2.0,2.0,2.0,36.0,18
BAIRI HALT,1.0,0.0,1.0,1.0,1.0,8.0,8
BAISWARA,1.0,0.0,1.0,1.0,1.0,6.0,6
BAITALPUR,2.0,0.0,2.0,2.0,2.0,16.0,8
BAITARANI RO,1.133333,0.351866,1.0,2.0,2.0,17.0,15
BAIYYAPPANAH,44.972973,199.627777,1.0,102.6,898.6,1664.0,37
BAJAKARE,1.0,0.0,1.0,1.0,1.0,2.0,2
BAJALTA,2.0,0.0,2.0,2.0,2.0,16.0,8
BAJEKHAN HAL,1.125,0.353553,1.0,1.65,1.93,9.0,8
BAJPATTI,2.0,0.0,2.0,2.0,2.0,20.0,10
BAJRANJGARH,1.25,0.46291,1.0,2.0,2.0,10.0,8
BAJUD,1.0,0.0,1.0,1.0,1.0,6.0,6
BAJVA,1.041667,0.204124,1.0,1.0,1.77,25.0,24
BAKAINA HALT,1.0,0.0,1.0,1.0,1.0,6.0,6
BAKAL,1.066667,0.258199,1.0,1.3,1.86,16.0,15
BAKANIAN BHA,1.25,0.5,1.0,1.85,1.97,5.0,4
BAKARKUDI,1.0,0.0,1.0,1.0,1.0,3.0,3
BAKASPUR,1.0,0.0,1.0,1.0,1.0,4.0,4
BAKAYANWALA,1.333333,0.516398,1.0,2.0,2.0,8.0,6
BAKHLETA,2.0,0.0,2.0,2.0,2.0,12.0,6
BAKHOTI KHAS,1.0,0.0,1.0,1.0,1.0,7.0,7
BAKHRABAD,1.0,0.0,1.0,1.0,1.0,15.0,15
BAKHRI,1.0,0.0,1.0,1.0,1.0,8.0,8
BAKHSHA,1.0,0.0,1.0,1.0,1.0,4.0,4
BAKHTIYARPUR,2.675439,4.395282,2.0,5.0,29.35,305.0,114
BAKKAS,1.0,0.0,1.0,1.0,1.0,6.0,6
BAKRA ROAD,1.75,0.5,2.0,2.0,2.0,7.0,4
BAKROL,1.0,0.0,1.0,1.0,1.0,8.0,8
BAKTAL,1.0,0.0,1.0,1.0,1.0,4.0,4
BAKUDI,1.0,0.0,1.0,1.0,1.0,18.0,18
BAKULHA,1.666667,0.516398,2.0,2.0,2.0,10.0,6
BALA GARH,1.0,0.0,1.0,1.0,1.0,42.0,42
BALABHADRAPU,1.333333,0.816497,1.0,2.5,2.9,8.0,6
BALAGHAT JN.,5.0,0.0,5.0,5.0,5.0,60.0,12
BALAMAU JN.,74.243243,241.842511,2.0,491.0,1059.8,2747.0,37
BALANAGAR,1.0,0.0,1.0,1.0,1.0,16.0,16
BALANGIR,4.652174,1.177896,5.0,5.0,5.0,214.0,46
BALANGIR ROA,2.0,0.0,2.0,2.0,2.0,8.0,4
BALAPALLE,1.0,0.0,1.0,1.0,1.0,4.0,4
BALARAMAPURA,1.0,0.0,1.0,1.0,1.0,13.0,13
BALARAMBATI,1.0,0.0,1.0,1.0,1.0,64.0,64
BALAROAD,1.25,0.5,1.0,1.85,1.97,5.0,4
BALASIRING,1.0,0.0,1.0,1.0,1.0,4.0,4
BALASORE,3.164474,1.885617,2.0,5.0,10.0,481.0,152
BALAWALI,1.75,0.46291,2.0,2.0,2.0,14.0,8
BALE,1.5,0.57735,1.5,2.0,2.0,6.0,4
BALENAHALLI,1.0,0.0,1.0,1.0,1.0,4.0,4
BALGONA,0.166667,0.389249,0.0,1.0,1.0,2.0,12
BALHARSHAH,10.064935,5.362269,10.0,20.0,30.0,1550.0,154
BALIAKHERI,1.6,0.516398,2.0,2.0,2.0,16.0,10
BALICHAK,1.0,0.256074,1.0,1.0,2.0,62.0,62
BALIKOTIA,1.0,0.0,1.0,1.0,1.0,2.0,2
BALIMARA,1.5,0.57735,1.5,2.0,2.0,6.0,4
BALIPARA,1.3,0.483046,1.0,2.0,2.0,13.0,10
BALLABGARH,1.26087,0.504456,1.0,2.0,2.0,87.0,69
BALLALPURE,1.0,0.0,1.0,1.0,1.0,6.0,6
BALLE-DA-PIR,1.0,0.0,1.0,1.0,1.0,12.0,12
BALLEKERE,1.0,0.0,1.0,1.0,1.0,10.0,10
BALLI,1.0,0.0,1.0,1.0,1.0,8.0,8
BALLIA,4.631579,2.874449,5.0,8.5,12.5,352.0,76
BALLUPUR FLA,1.25,0.46291,1.0,2.0,2.0,10.0,8
BALLY,7.042017,93.211831,1.0,1.0,1.0,1676.0,238
BALLY GHAT,1.0,0.0,1.0,1.0,1.0,46.0,46
BALLY HALT,1.0,0.0,1.0,1.0,1.0,46.0,46
BALLYGUNGE J,1.273333,2.345983,1.0,1.0,13.01,382.0,300
BALOD,5.0,0.0,5.0,5.0,5.0,40.0,8
BALOTRA JN.,5.076923,0.27735,5.0,5.4,5.88,66.0,13
BALPUR,1.0,0.0,1.0,1.0,1.0,12.0,12
BALRAI,1.0,0.0,1.0,1.0,1.0,8.0,8
"BALRAMPUR,",1.818182,0.58849,2.0,2.0,2.0,40.0,22
BALSAMAND,1.0,0.0,1.0,1.0,1.0,6.0,6
BALUGAN,2.253333,0.987672,2.0,5.0,5.0,169.0,75
BALURGHAT,192.5,360.03968,0.0,798.5,851.7,1540.0,8
BALWA,1.0,0.0,1.0,1.0,1.0,4.0,4
BALWANTPURA,1.0,0.0,1.0,1.0,1.0,2.0,2
BALWARA,1.5,0.57735,1.5,2.0,2.0,6.0,4
BAMANGACHHI,1.008929,0.094491,1.0,1.0,1.0,113.0,112
BAMANGRAM,1.0,0.0,1.0,1.0,1.0,8.0,8
BAMANHAT,0.0,0.0,0.0,0.0,0.0,0.0,6
BAMANHERI,1.071429,0.267261,1.0,1.35,1.87,15.0,14
BAMANI,1.0,,1.0,1.0,1.0,1.0,1
BAMANWALI,1.25,0.5,1.0,1.85,1.97,5.0,4
BAMHANI,1.0,0.0,1.0,1.0,1.0,8.0,8
BAMHRAULI,2.75,2.872281,1.5,6.25,6.85,11.0,4
BAMIANA,2.0,0.0,2.0,2.0,2.0,16.0,8
BAMLA,2.0,0.0,2.0,2.0,2.0,20.0,10
BAMNIA,1.444444,0.51131,1.0,2.0,2.0,26.0,18
BAMOUR GAON,2.0,0.0,2.0,2.0,2.0,12.0,6
BAMRA,1.0,0.0,1.0,1.0,1.0,34.0,34
BAMSIN,1.0,0.0,1.0,1.0,1.0,4.0,4
BAMUNIGAON,1.0,0.0,1.0,1.0,1.0,8.0,8
BAMUR,2.0,0.0,2.0,2.0,2.0,8.0,4
BANAGALAPALL,1.166667,0.408248,1.0,1.75,1.95,7.0,6
BANAHI,1.461538,0.508391,1.0,2.0,2.0,38.0,26
BANAPURA,1.5625,0.512348,2.0,2.0,2.0,25.0,16
BANAR,1.0,0.0,1.0,1.0,1.0,8.0,8
BANARHAT,1.0,0.0,1.0,1.0,1.0,10.0,10
BANAS,1.0,0.0,1.0,1.0,1.0,4.0,4
BANASANDRA,1.0,0.0,1.0,1.0,1.0,12.0,12
BANASANKARI,1.0,0.0,1.0,1.0,1.0,8.0,8
BANASTHALI N,2.0,0.666667,2.0,2.0,4.19,56.0,28
BANASWADI,20.363636,107.64694,2.0,2.0,422.24,672.0,33
BANAVAR,1.0,0.0,1.0,1.0,1.0,16.0,16
BANBIHARI -,1.0,0.0,1.0,1.0,1.0,6.0,6
BANCHARI,1.0,0.0,1.0,1.0,1.0,16.0,16
BAND HAMIRPU,1.0,0.0,1.0,1.0,1.0,6.0,6
BANDA JN,7.916667,5.123829,8.0,18.5,20.0,190.0,24
BANDAKPUR,1.909091,0.301511,2.0,2.0,2.0,21.0,11
BANDANWARA,1.5,0.57735,1.5,2.0,2.0,6.0,4
BANDAR PH,1.0,0.0,1.0,1.0,1.0,8.0,8
BANDARKHAL,1.0,0.0,1.0,1.0,1.0,2.0,2
BANDARUPALLE,1.0,0.0,1.0,1.0,1.0,7.0,7
BANDEL JN.,1.436923,1.87409,1.0,5.0,9.52,467.0,325
BANDH BARETH,1.0,0.0,1.0,1.0,1.0,8.0,8
BANDHUA,1.75,0.5,2.0,2.0,2.0,7.0,4
BANDHUA KALA,1.0,0.0,1.0,1.0,1.0,6.0,6
BANDIKUI JN.,14.153846,88.961584,2.0,6.0,272.64,920.0,65
BANDNATH,1.0,0.0,1.0,1.0,1.0,4.0,4
BANDRA,1.0,,1.0,1.0,1.0,1.0,1
BANDRA TERMI,16.27551,101.882566,0.0,0.0,486.55,1595.0,98
BANESWAR,1.0,0.0,1.0,1.0,1.0,6.0,6
BANGA,1.666667,0.516398,2.0,2.0,2.0,10.0,6
BANGALBAREE,1.5,0.534522,1.5,2.0,2.0,12.0,8
BANGALORE CA,1.89899,1.625655,2.0,4.1,10.04,188.0,99
BANGALORE EA,1.186047,0.39375,1.0,2.0,2.0,51.0,43
BANGAON JN.,6.333333,62.05374,0.0,0.0,30.4,608.0,96
BANGARI,1.0,0.0,1.0,1.0,1.0,3.0,3
BANGARMAU,4.25,1.5,5.0,5.0,5.0,17.0,4
BANGARPET JN,6.153846,39.660328,2.0,10.0,23.4,720.0,117
BANGI NIHAL,1.0,0.0,1.0,1.0,1.0,8.0,8
BANGRIPOSI,0.0,0.0,0.0,0.0,0.0,0.0,6
BANGROD,1.071429,0.267261,1.0,1.35,1.87,15.0,14
BANGURGRAM H,1.0,0.0,1.0,1.0,1.0,3.0,3
BANGURKELA,1.0,0.0,1.0,1.0,1.0,4.0,4
BANI,1.0,0.0,1.0,1.0,1.0,10.0,10
BANI BIHAR,1.0,0.0,1.0,1.0,1.0,15.0,15
BANIHAL,0.0,0.0,0.0,0.0,0.0,0.0,22
BANIYA SANDA,1.2,0.447214,1.0,1.8,1.96,6.0,5
BANKA,210.625,422.191878,0.0,933.25,1102.65,1685.0,8
BANKA GHAT,1.433333,0.504007,1.0,2.0,2.0,43.0,30
BANKAPASI,1.0,0.0,1.0,1.0,1.0,2.0,2
BANKATA,1.875,0.341565,2.0,2.0,2.0,30.0,16
BANKHEDI,1.692308,0.480384,2.0,2.0,2.0,22.0,13
BANKIMNAGAR,1.0,0.0,1.0,1.0,1.0,37.0,37
BANKODA,2.0,0.0,2.0,2.0,2.0,8.0,4
BANKRA NAYAB,1.0,0.0,1.0,1.0,1.0,6.0,6
BANKURA,2.333333,2.049179,2.0,5.0,10.0,182.0,78
BANMANKHI JN,2.0,0.0,2.0,2.0,2.0,24.0,12
BANMORE,1.875,0.353553,2.0,2.0,2.0,15.0,8
BANNI MAHAMM,1.0,0.0,1.0,1.0,1.0,4.0,4
BANNIKOPPA,1.0,0.0,1.0,1.0,1.0,2.0,2
BANO,1.0,0.0,1.0,1.0,1.0,12.0,12
BANPAS,1.0,0.0,1.0,1.0,1.0,20.0,20
BANPUR,1.026316,0.162221,1.0,1.0,1.63,39.0,38
BANSADHARA P,1.0,0.0,1.0,1.0,1.0,4.0,4
BANSDIH ROAD,1.714286,0.48795,2.0,2.0,2.0,12.0,7
BANSH BARIA,1.0,0.0,1.0,1.0,1.0,42.0,42
BANSHLAI BRI,1.0,0.0,1.0,1.0,1.0,19.0,19
BANSI PAHARP,1.0,0.0,1.0,1.0,1.0,8.0,8
BANSINALA HA,1.25,0.5,1.0,1.85,1.97,5.0,4
BANSIPUR,1.461538,0.508391,1.0,2.0,2.0,38.0,26
BANSKHO,1.0,0.0,1.0,1.0,1.0,6.0,6
BANSPANI,1.333333,0.516398,1.0,2.0,2.0,8.0,6
BANSTOLA P.H,1.0,0.0,1.0,1.0,1.0,18.0,18
BANTA RUGHNA,4.0,6.0,1.0,11.2,12.64,16.0,4
BANTANAHAL,1.1,0.316228,1.0,1.55,1.91,11.0,10
BANTAWALA,1.916667,0.288675,2.0,2.0,2.0,23.0,12
BANTHRA,1.4,0.516398,1.0,2.0,2.0,14.0,10
BANWALI,1.875,1.726888,1.0,4.6,5.72,15.0,8
BAP,2.0,0.0,2.0,2.0,2.0,4.0,2
BAPATIA,1.261538,0.442893,1.0,2.0,2.0,82.0,65
BAPUDHAM MOT,5.0,0.0,5.0,5.0,5.0,220.0,44
BAR,1.25,0.5,1.0,1.85,1.97,5.0,4
BAR LONGFER,2.25,1.892969,1.5,4.55,4.91,9.0,4
BARA,2.0,0.0,2.0,2.0,2.0,6.0,3
BARA BANI,1.0,0.0,1.0,1.0,1.0,2.0,2
BARA BANKI J,1.915888,0.8481,2.0,2.0,5.0,205.0,107
BARA GUDHA,1.875,0.353553,2.0,2.0,2.0,15.0,8
BARA HAPJAN,2.0,0.0,2.0,2.0,2.0,4.0,2
BARA JAMADA,3.5,3.176619,2.0,10.0,10.0,42.0,12
BARA-GOPAL,1.166667,0.389249,1.0,2.0,2.0,14.0,12
BARABAMBO,1.416667,1.1645,1.0,3.35,4.67,17.0,12
BARABAR HALT,1.0,0.0,1.0,1.0,1.0,10.0,10
BARABHATI,1.0,0.0,1.0,1.0,1.0,8.0,8
BARABHUM,1.375,0.707107,1.5,2.0,2.0,44.0,32
BARACHAK JN.,1.0,0.0,1.0,1.0,1.0,30.0,30
BARADEV,1.0,0.0,1.0,1.0,1.0,4.0,4
BARADWAR,1.888889,0.323381,2.0,2.0,2.0,34.0,18
BARAGAON,1.0,0.0,1.0,1.0,1.0,6.0,6
BARAHAT,1.833333,1.696699,1.0,4.25,6.45,22.0,12
BARAHU,1.4,0.547723,1.0,2.0,2.0,7.0,5
BARAIGRAM JN,1.75,0.46291,2.0,2.0,2.0,14.0,8
BARAIPURA  H,1.0,0.0,1.0,1.0,1.0,6.0,6
BARAKALAN,1.0,0.0,1.0,1.0,1.0,5.0,5
BARAKAR,1.258065,0.444803,1.0,2.0,2.0,39.0,31
BARAL,1.888889,0.333333,2.0,2.0,2.0,17.0,9
BARALA,1.0,0.0,1.0,1.0,1.0,12.0,12
BARAMATI,0.0,0.0,0.0,0.0,0.0,0.0,8
BARAMULLA,0.0,0.0,0.0,0.0,0.0,0.0,18
BARAN,3.294118,2.257341,2.0,6.0,9.2,56.0,17
BARANAGAR RO,1.0,0.0,1.0,1.0,1.0,46.0,46
BARANG JN.,1.083333,0.28233,1.0,1.85,2.0,26.0,24
BARAPALASI,1.0,0.0,1.0,1.0,1.0,2.0,2
BARARA,1.44,0.506623,1.0,2.0,2.0,36.0,25
BARARA BUZUR,1.0,0.0,1.0,1.0,1.0,4.0,4
BARASAT JN.,32.511236,177.912542,1.0,3.0,1112.31,5787.0,178
BARAUNI FLAG,1.0,0.0,1.0,1.0,1.0,24.0,24
BARAUNI JN.,37.094972,169.086099,10.0,32.0,1054.5,6640.0,179
BARAUT,1.12,0.525991,1.0,2.0,2.0,28.0,25
BARAW MORE,1.0,0.0,1.0,1.0,1.0,8.0,8
BARAWAHA,2.0,0.0,2.0,2.0,2.0,16.0,8
BARAYLA CHAU,1.0,0.0,1.0,1.0,1.0,6.0,6
BARBATPUR,1.0,0.0,1.0,1.0,1.0,6.0,6
BARBIL,0.0,0.0,0.0,0.0,0.0,0.0,8
BARCHHI ROAD,1.333333,0.57735,1.0,1.9,1.98,4.0,3
BARDA,1.0,0.0,1.0,1.0,1.0,8.0,8
BARDDHAMAN J,22.54232,149.064263,2.0,8.0,1059.8,7191.0,319
BARDOLI,2.111111,0.333333,2.0,2.6,2.92,19.0,9
BAREILLY CAN,1.666667,0.516398,2.0,2.0,2.0,10.0,6
BAREILLY CIT,2.236842,5.567445,0.0,16.6,21.26,85.0,38
BAREILLY JN,5.214286,1.476929,5.0,6.75,9.35,73.0,14
BAREILLY JN.,25.464706,152.279257,5.0,7.0,740.25,4329.0,170
BAREJADI NAN,1.09375,0.296145,1.0,2.0,2.0,35.0,32
BARELIPAR,1.2,0.447214,1.0,1.8,1.96,6.0,5
BARETA,1.538462,0.518875,2.0,2.0,2.0,20.0,13
BARETH,1.4,0.547723,1.0,2.0,2.0,7.0,5
BARGACHIA,1.0,0.0,1.0,1.0,1.0,6.0,6
BARGAON GUJA,1.25,0.5,1.0,1.85,1.97,5.0,4
BARGARH,1.714286,0.48795,2.0,2.0,2.0,12.0,7
BARGARH ROAD,2.913043,1.395645,2.0,5.0,5.0,134.0,46
BARGAWAN,2.0,0.0,2.0,2.0,2.0,22.0,11
BARGI,2.0,0.0,2.0,2.0,2.0,10.0,5
BARGOLAI,1.75,0.5,2.0,2.0,2.0,7.0,4
BARH,1.875,0.33304,2.0,2.0,2.0,135.0,72
BARHAJ BAZAR,0.0,0.0,0.0,0.0,0.0,0.0,8
BARHAN JN.,1.4,0.516398,1.0,2.0,2.0,14.0,10
BARHARAGANJ,1.625,0.517549,2.0,2.0,2.0,13.0,8
BARHARWA JN.,3.611111,2.784165,4.0,10.0,10.0,195.0,54
BARHI,1.0,0.0,1.0,1.0,1.0,4.0,4
BARHIYA,1.90625,0.683566,2.0,2.0,5.0,122.0,64
BARHNI,3.153846,2.166884,5.0,5.0,5.0,82.0,26
BARI,0.666667,0.516398,1.0,1.0,1.0,4.0,6
BARI BRAHMAN,1.727273,0.467099,2.0,2.0,2.0,19.0,11
BARIARPUR,1.0,0.0,1.0,1.0,1.0,44.0,44
BARIPADA PH,0.5625,0.629153,0.5,1.25,1.85,9.0,16
BARIPURA,1.5,0.547723,1.5,2.0,2.0,9.0,6
BARITHEN GAR,1.0,0.0,1.0,1.0,1.0,7.0,7
BARIWALA,1.75,0.452267,2.0,2.0,2.0,21.0,12
BARKA HALT,1.0,0.0,1.0,1.0,1.0,20.0,20
BARKAKANA,10.76087,9.886432,10.0,25.0,27.75,495.0,46
BARKAKANA AV,1.0,0.0,1.0,1.0,1.0,2.0,2
BARKHEDA,1.5,0.57735,1.5,2.0,2.0,6.0,4
BARKICHANPI,1.0,0.0,1.0,1.0,1.0,2.0,2
BARKIPONA,1.0,0.0,1.0,1.0,1.0,4.0,4
BARKISALAIYA,1.3,0.674949,1.0,2.55,2.91,13.0,10
BARKUR,1.2,0.421637,1.0,2.0,2.0,12.0,10
BARLAI,1.125,0.353553,1.0,1.65,1.93,9.0,8
BARLANGA,1.0,0.0,1.0,1.0,1.0,4.0,4
BARMASIA,1.0,,1.0,1.0,1.0,1.0,1
BARMER,74.0,286.600768,0.0,333.0,954.6,1110.0,15
BARNAGAR,2.0,0.0,2.0,2.0,2.0,18.0,9
BARNALA,1.875,0.448427,2.0,2.0,2.77,45.0,24
BAROG,8.1,1.911951,8.0,10.0,10.0,81.0,10
BARPALI,2.0,0.0,2.0,2.0,2.0,32.0,16
BARPATHAR,2.2,1.549193,2.0,5.0,5.0,22.0,10
BARPETA ROAD,35.386364,216.375343,2.0,5.0,821.81,1557.0,44
BARRA BAZAR,1.0,0.0,1.0,1.0,1.0,27.0,27
BARRACKPORE,5.261364,70.724038,1.0,1.0,2.0,1389.0,264
BARRAJPUR,1.769231,0.438529,2.0,2.0,2.0,23.0,13
BARSALI,1.125,0.353553,1.0,1.65,1.93,9.0,8
BARSATHI,1.0,0.0,1.0,1.0,1.0,4.0,4
BARSHI,1.866667,0.351866,2.0,2.0,2.0,28.0,15
BARSI TAKLI,1.0,0.0,1.0,1.0,1.0,6.0,6
BARSOI JN.,2.206522,1.330439,2.0,3.35,10.0,203.0,92
BARSOLA,1.130435,0.34435,1.0,2.0,2.0,26.0,23
BARSUAN,0.0,0.0,0.0,0.0,0.0,0.0,2
BARTARA  HAL,2.0,,2.0,2.0,2.0,2.0,1
